number_of_previous_reports,verified_report_count,transaction_price,reference_market_price,price_deviation_percentage,imei_status,seller_report_frequency,information_completeness,risk_label
2.0,2.0,29873.83,40738.88647829379,26.67,1.0,1.5454901692316945,0.4446359244698129,1
3.0,2.0,130363.94,119996.26364000101,8.64,1.0,1.7949895318281077,0.3619651851635443,1
0.0,0.0,162268.03,179898.03737633477,9.8,0.0,0.305542560170006,0.8463836392075048,1
0.0,0.0,161427.23,149788.6509612697,7.77,0.0,0.31035255467058104,0.5441836800192084,0
5.0,1.0,39178.68,28275.607451134765,38.56,3.0,4.018583060379052,0.6218631047502656,2
8.0,1.0,79561.35,86161.30545053132,7.66,4.0,5.013707743452699,0.9944903178189013,2
0.0,0.0,2523.73,11006.217182045393,77.07,0.0,0.4477085100264635,0.521571403146956,2
7.0,2.0,109970.12,68508.67331854452,60.52,4.0,5.347750991612682,0.63120205460066,2
5.0,0.0,143464.47,137181.55259667634,4.58,2.0,3.056658603993319,0.7443679322024332,1
5.0,2.0,70733.91,65144.51386329194,8.58,2.0,3.0373183968706314,0.362348146509674,2
5.0,1.0,123596.94,169706.08062808163,27.17,3.0,4.080928507045716,0.8015024721102229,2
5.0,2.0,88981.17,100703.0005727352,11.64,3.0,4.403459490030453,0.616211714192525,2
6.0,2.0,111537.55,137141.95093958906,18.67,3.0,4.361543013871805,0.4225101342736092,2
2.0,1.0,196777.64,177934.39242348186,10.59,1.0,1.8193265944957189,0.6013793017903166,1
4.0,1.0,182688.18,139733.95864339033,30.74,2.0,3.3203953935534707,0.6224674933210593,2
2.0,1.0,167839.49,180491.97881423982,7.01,1.0,1.9294369332908714,0.748515882435825,1
1.0,1.0,105004.17,163532.41762580775,35.79,0.0,0.16672936918156417,0.9559936714705737,1
4.0,0.0,98667.97,117742.20662493419,16.2,2.0,3.161115010390192,0.8355459122034059,2
0.0,0.0,78572.61,66474.28900332013,18.2,0.0,0.2127134148359725,0.5677150282872483,1
0.0,0.0,86994.4,66647.05688375766,30.53,0.0,0.4948380060464067,0.9787537506930082,1
1.0,1.0,196465.47,176312.90707308764,11.43,0.0,0.277449471301251,0.8535818206263077,1
1.0,0.0,18161.58,20238.003650315346,10.26,0.0,0.27345056752343977,0.3195662642508351,1
5.0,0.0,171251.15,188873.00113839656,9.33,2.0,3.4047968932004693,0.38161048974406636,2
4.0,1.0,70972.67,72141.36203651375,1.62,2.0,3.089032249706797,0.45260781343134854,1
2.0,2.0,91223.85,150385.50136454703,39.34,1.0,1.7027005040917618,0.3584525081048061,2
0.0,0.0,62904.93,72705.65300111516,13.48,0.0,0.3206812030961189,0.6397990534518871,1
3.0,2.0,180118.33,191127.26395430052,5.76,1.0,1.9940083842101717,0.5385026295345164,1
3.0,0.0,15985.37,16930.0657297779,5.58,1.0,1.5772347983490396,0.9810478246119507,1
5.0,0.0,99459.89,77130.58656166012,28.95,3.0,4.226013390113381,0.630915268075821,2
5.0,1.0,94436.47,174817.5989351764,45.98,2.0,3.452790901052445,0.4485084021230138,2
3.0,0.0,38601.79,62070.742436025,37.81,1.0,1.8627655341977236,0.9795115909688243,2
3.0,1.0,48104.21,62367.7005527224,22.87,1.0,1.8068901185974564,0.6597172539968474,1
7.0,1.0,187487.22,180762.84505303708,3.72,4.0,5.128554181508175,0.3511418399356621,2
6.0,2.0,141665.73,167810.62810279126,15.58,3.0,4.093605367096047,0.35661223471296705,2
2.0,0.0,30231.96,30096.527106313955,0.45,1.0,1.6871061467658173,0.7727048773603645,1
2.0,2.0,102631.9,120234.18287517586,14.64,1.0,1.627553953179329,0.6463571223192606,1
0.0,0.0,41667.62,52445.085784585855,20.55,0.0,0.40423794942984,0.736961570114227,1
8.0,2.0,58802.79,50876.27163532302,15.58,4.0,5.360351713896596,0.8947620057345504,2
3.0,2.0,130772.64,126926.75751167687,3.03,1.0,1.9175990604421689,0.7769685276833449,1
0.0,0.0,40130.82,33534.5711913524,19.67,0.0,0.08554115535224982,0.9032529006178349,1
7.0,0.0,67971.89,99258.01019056543,31.52,4.0,5.154984679184856,0.8198819429686048,2
6.0,1.0,45712.78,58606.129509947204,22.0,3.0,4.384275731487341,0.7720798270957343,2
1.0,1.0,173623.23,172245.26978969792,0.8,0.0,0.08177420828056658,0.3942891189489571,0
0.0,0.0,91302.62,115353.90414994508,20.85,0.0,0.07280252856110875,0.6379793290124567,1
0.0,0.0,39964.0,50870.67793970688,21.44,0.0,0.1915294402688903,0.6031648848670219,1
4.0,1.0,154347.82,186028.47401714302,17.03,2.0,3.093218443975584,0.6784867438113081,2
0.0,0.0,177046.67,166350.34077728284,6.43,0.0,0.03945132901960208,0.5738000021154598,0
8.0,0.0,68258.24,60405.52376952359,13.0,4.0,5.156387262277496,0.7343060739363931,2
7.0,2.0,124496.43,192599.67248278126,35.36,4.0,5.437799757519915,0.5747191121053656,2
5.0,0.0,68540.06,60870.394256988766,12.6,2.0,3.0282664643198056,0.6903325201970963,2
5.0,2.0,69590.81,65602.1931889255,6.08,2.0,3.2830525603615786,0.5764127169179951,1
1.0,1.0,102074.64,83333.03731790779,22.49,0.0,0.28150194195711986,0.931237147326083,1
1.0,1.0,36830.53,41312.99188636782,10.85,0.0,0.2654202803960211,0.5613909764898716,1
5.0,0.0,129726.07,140533.0663554259,7.69,3.0,4.252754361507521,0.8116527554129118,2
0.0,0.0,136859.33,115894.0919072808,18.09,0.0,0.008618234879964826,0.7296146186073407,1
1.0,1.0,182341.18,179947.87149486542,1.33,0.0,0.023725594673179806,0.5698664695592838,1
3.0,1.0,61236.97,55766.2928728413,9.81,1.0,1.7556035063278284,0.8653417479132726,1
1.0,1.0,51325.0,42343.868453847885,21.21,0.0,0.4841546363565297,0.9492970185860701,1
2.0,1.0,82881.45,78138.44460911064,6.07,1.0,1.7039878902528747,0.8323390323621189,1
6.0,0.0,42174.87,37760.649866536856,11.69,3.0,4.236163381246719,0.9640116321191075,2
5.0,2.0,225919.63,189768.69535165592,19.05,3.0,4.491031557668303,0.6054146843053084,2
4.0,2.0,85681.99,146314.8724051876,41.44,2.0,3.3895567027178632,0.9396180396534517,2
6.0,1.0,99330.14,161276.41438334103,38.41,3.0,4.385054923558828,0.9133560796682583,2
2.0,2.0,136230.88,152128.28844069675,10.45,1.0,1.7523677235198858,0.8336711207311671,1
5.0,2.0,37633.34,56135.643206810506,32.96,3.0,4.448956326599171,0.8846404866076807,2
4.0,1.0,39916.14,36724.76122384494,8.69,2.0,3.290588152696533,0.8110935477271963,2
0.0,0.0,53471.63,91592.38077179529,41.62,0.0,0.32834866295217785,0.658615923601775,1
8.0,1.0,109788.44,167513.63313715145,34.46,4.0,5.3937777601461026,0.6866934057993581,2
1.0,1.0,77944.72,72797.91243414601,7.07,0.0,0.20329244005253222,0.5923807443648352,1
1.0,1.0,5517.34,11816.959023379723,53.31,0.0,0.4766351422715916,0.765004881942347,2
0.0,0.0,121599.56,135411.53340307937,10.2,0.0,0.49400361642453966,0.5273529144485253,0
3.0,1.0,43599.68,48011.98346210118,9.19,1.0,1.7935689160276684,0.8177616342226968,1
3.0,1.0,108703.64,113138.68085441159,3.92,1.0,1.6110276936291112,0.6535807523958452,1
4.0,1.0,11450.85,12827.209504867586,10.73,2.0,3.3874510086627194,0.5472315407140956,2
8.0,1.0,151903.75,106681.47256809968,42.39,4.0,5.161069301739974,0.403059542743693,2
1.0,1.0,73534.56,84785.61229576982,13.27,0.0,0.2885517507944351,0.4788681362985013,1
5.0,1.0,143701.77,177278.27752671306,18.94,2.0,3.043351760229159,0.7481402540522083,2
3.0,1.0,96423.87,147144.6218943657,34.47,1.0,1.9036953525150753,0.5588945138885022,2
6.0,2.0,17279.96,16845.34943155016,2.58,3.0,4.479543479435339,0.3232183883342747,2
1.0,0.0,216236.51,160009.2553613771,35.14,0.0,0.047110762316823596,0.5308166207984151,1
1.0,0.0,141750.6,160333.21633137553,11.59,0.0,0.3657995302234318,0.5564503892856226,1
5.0,2.0,105137.75,136047.8141832918,22.72,2.0,3.430419431782373,0.4640106165391413,2
4.0,2.0,136473.31,186566.37982169577,26.85,2.0,3.0547531097077516,0.5004205201163294,2
6.0,1.0,141949.4,162618.17025656585,12.71,3.0,4.123398234781744,0.7934491997601967,2
5.0,1.0,56708.55,51590.74627437131,9.92,2.0,3.1959356240275265,0.8223865177162442,1
5.0,1.0,49413.74,82493.71815462128,40.1,3.0,4.418380165853393,0.9712292761943502,2
3.0,1.0,79001.78,76485.4122629109,3.29,1.0,1.7467156327515236,0.3826617858292789,1
1.0,0.0,74067.99,105932.4851234867,30.08,0.0,0.06848165127081857,0.5182075030581451,1
1.0,1.0,211549.86,191205.58783755073,10.64,0.0,0.1281855295185444,0.3539311681865847,1
1.0,0.0,197149.22,126963.69000508424,55.28,0.0,0.2336889204350338,0.7293126137312025,2
2.0,0.0,53274.61,69458.42128982447,23.3,1.0,1.51963212307761,0.311471805312664,1
3.0,1.0,194951.69,188888.37029323334,3.21,1.0,1.8154985344846102,0.44374943894040203,1
3.0,2.0,28653.23,143051.57983764246,79.97,1.0,1.5126609482073627,0.7108860312976661,2
4.0,0.0,46700.25,60555.299461580646,22.88,2.0,3.390435672136344,0.5511170531486345,2
3.0,2.0,129151.66,182237.42607242358,29.13,1.0,1.8669254687527383,0.6810633813635126,2
4.0,1.0,46507.0,75400.45058252547,38.32,2.0,3.432719995986324,0.7481662559249649,2
4.0,2.0,101487.25,108080.142361052,6.1,2.0,3.0788563702515788,0.8872580475008407,1
3.0,1.0,135096.87,101052.34068105259,33.69,1.0,1.8012926054787386,0.5750126549219112,2
3.0,2.0,197416.86,185489.86592684552,6.43,1.0,1.8905137917933788,0.495227840247034,1
5.0,1.0,61322.7,60476.03828618704,1.4,2.0,3.2578743902951866,0.6771635934582583,1
4.0,2.0,67689.34,73328.28190459941,7.69,2.0,3.0654021635064175,0.3487769153721002,1
3.0,1.0,172402.94,135430.4348340889,27.3,1.0,1.5494628083385638,0.3293399559331923,1
2.0,1.0,203762.18,178456.98355360056,14.18,1.0,1.8029487039706278,0.616566064506929,1
5.0,1.0,34428.32,31827.97722708217,8.17,2.0,3.248803804136956,0.452655125023259,2
5.0,2.0,60107.82,49877.868592036364,20.51,2.0,3.464780068366075,0.3050516026493576,2
1.0,1.0,260625.48,190126.5516720036,37.08,0.0,0.41692038551163546,0.7755593223544683,1
2.0,0.0,128183.32,157686.4498368418,18.71,1.0,1.8618745958269074,0.8713088757218004,1
8.0,2.0,76775.92,75753.25582269777,1.35,4.0,5.491198380273671,0.403514999319163,2
0.0,0.0,90227.84,77950.61353512936,15.75,0.0,0.3473053417615998,0.6947315919409784,1
8.0,2.0,134461.26,99211.43542660374,35.53,4.0,5.046181366849553,0.9887894669748951,2
0.0,0.0,130568.72,138021.90495301184,5.4,0.0,0.038781488753696525,0.48812897837911823,1
5.0,1.0,125820.7,116597.80988375955,7.91,2.0,3.407934596704969,0.8115703124840281,2
2.0,2.0,191805.43,157462.79097470635,21.81,1.0,1.6803517918015356,0.4134718043294172,1
1.0,1.0,18617.63,20291.690438226884,8.25,0.0,0.4621418932811726,0.9524650871082605,1
8.0,1.0,153312.34,165617.74107788227,7.43,4.0,5.059123717525737,0.3003035096300075,2
2.0,1.0,19589.22,21029.75683296848,6.85,1.0,1.5993935059676208,0.5063111261605867,1
8.0,1.0,181553.59,177385.0457541362,2.35,4.0,5.38658374965501,0.9835027628963364,2
0.0,0.0,15706.03,18218.34271602478,13.79,0.0,0.4237372208640197,0.7694831666011399,1
8.0,0.0,29456.96,34288.161961972495,14.09,4.0,5.433598172142916,0.44829191957883824,2
7.0,0.0,35697.67,44235.03064523911,19.3,4.0,5.049569632625736,0.8539559072715086,2
4.0,1.0,46727.88,52379.64860653327,10.79,2.0,3.1909011512442347,0.9286599056922329,1
0.0,0.0,21031.16,86334.79379214818,75.64,0.0,0.3231931765515915,0.6410898195161139,2
5.0,1.0,114239.26,134541.58130668284,15.09,2.0,3.4593978083407815,0.4092165572453519,2
5.0,2.0,231281.98,179594.64256247782,28.78,2.0,3.119507515520883,0.48101511556296694,2
8.0,0.0,76671.15,109655.53392593029,30.08,4.0,5.300171441740192,0.9601798821070182,2
2.0,1.0,98921.78,111173.05076096955,11.02,1.0,1.5717596477242535,0.412771957931967,1
1.0,0.0,80575.62,70667.96861044,14.02,0.0,0.3736393557110581,0.5183347858663522,1
0.0,0.0,164107.26,162129.28061811128,1.22,0.0,0.06376222833477718,0.40187637223479067,0
4.0,1.0,26380.72,30992.38334245751,14.88,2.0,3.4999912442211194,0.37392413781937306,2
7.0,0.0,60441.6,67209.60432505555,10.07,4.0,5.04613344984372,0.665417541013041,2
0.0,0.0,29117.23,28426.468610437198,2.43,0.0,0.34266857801902517,0.5776965039061184,0
6.0,2.0,56042.61,50694.35557698063,10.55,3.0,4.388519417082441,0.33231790577700865,2
8.0,2.0,108421.63,121453.60319559895,10.73,4.0,5.128994891728321,0.4016364136945191,2
1.0,0.0,42500.42,33932.47371637332,25.25,0.0,0.12741433465812008,0.3263608657112222,1
1.0,0.0,20719.93,29117.381100069117,28.84,0.0,0.29807352580001006,0.3172129647466183,1
5.0,0.0,164385.82,166923.0541735234,1.52,2.0,3.315237292439987,0.4249290656649894,1
4.0,1.0,29985.86,32476.834337886095,7.67,2.0,3.3602629880828987,0.8205545046454956,1
0.0,0.0,170344.4,125530.1364833091,35.7,0.0,0.2901469938409629,0.31033897774637575,1
6.0,0.0,62274.52,76882.12474989235,19.0,3.0,4.087233386985216,0.5131341974021111,2
4.0,0.0,145870.59,180309.75313748678,19.1,2.0,3.462071737327137,0.6953516497264824,2
7.0,1.0,179633.2,144434.50699356152,24.37,4.0,5.083305787856723,0.8205924979051606,2
8.0,2.0,19694.86,21291.74398748147,7.5,4.0,5.2826192591859416,0.774524329271338,2
5.0,1.0,151442.81,180138.94099676976,15.93,3.0,4.460001422330641,0.9918971092604334,2
5.0,2.0,137065.25,88640.78996184679,54.63,2.0,3.4564847957256624,0.49293908369510464,2
1.0,1.0,71689.62,66663.21530697869,7.54,0.0,0.0839532374053244,0.30009710960181624,1
5.0,0.0,101800.19,137828.58409694448,26.14,2.0,3.1193013478654783,0.3267534931151171,2
1.0,1.0,90264.88,146415.04503421835,38.35,0.0,0.30092528852975853,0.3682630972940175,1
4.0,2.0,97295.03,67617.64760546353,43.89,2.0,3.1685821665390734,0.9826663820088026,2
0.0,0.0,42847.26,76814.74373943864,44.22,0.0,0.36544161973914147,0.6990338060112234,1
5.0,0.0,48878.11,39702.79680627119,23.11,2.0,3.261202160467034,0.8595579737460497,2
1.0,0.0,100437.55,122754.2773137431,18.18,0.0,0.1330450279720945,0.9895553112005742,1
0.0,0.0,207349.55,191812.72013300814,8.1,0.0,0.20551895880617138,0.8909875194223542,1
1.0,1.0,116450.11,89158.64784524473,30.61,0.0,0.3455555355391195,0.5853311134557907,1
5.0,1.0,263407.21,199279.17450294257,32.18,2.0,3.3925706795953676,0.9131170048648543,2
5.0,1.0,64916.96,43518.774854209456,49.17,3.0,4.184780495072284,0.603625641554491,2
1.0,1.0,73872.7,161258.8972179391,54.19,0.0,0.052492691682283044,0.3797776311313763,2
8.0,1.0,200893.77,186340.56818670878,7.81,4.0,5.176638503617974,0.6836919456829706,2
8.0,0.0,124743.36,140730.32700601764,11.36,4.0,5.315235359794252,0.9410231385515078,2
3.0,1.0,29193.39,30771.99496906449,5.13,1.0,1.879916080423201,0.8491768097405847,1
5.0,1.0,80428.65,72042.85722930648,11.64,2.0,3.439829619317992,0.5813490178434192,2
3.0,2.0,16328.22,26276.504503685406,37.86,1.0,1.9809709411292697,0.8984063989194551,2
0.0,0.0,98197.53,124332.14297400213,21.02,0.0,0.26468208724713166,0.6249277463557896,1
5.0,1.0,204899.02,199648.27374019692,2.63,2.0,3.440103721575439,0.7792023088425781,1
1.0,0.0,35104.22,81203.37651469922,56.77,0.0,0.13103900881281633,0.5331946181332425,2
8.0,0.0,44056.1,40959.55807998964,7.56,4.0,5.279825857212683,0.4362998047328719,2
8.0,0.0,66596.43,61041.63698673478,9.1,4.0,5.2696924629322375,0.5194292826506737,2
5.0,0.0,127419.22,118452.37414993589,7.57,3.0,4.384347070588749,0.9126145420285225,2
4.0,2.0,134377.3,118102.73949851122,13.78,2.0,3.3865614247511258,0.992839689350411,2
4.0,0.0,40303.13,53665.95825789815,24.9,2.0,3.1426714791614794,0.48474178131247425,2
8.0,0.0,222158.64,152633.90070218674,45.55,4.0,5.442930717034887,0.41575438900404327,2
1.0,1.0,27689.68,26722.335383738482,3.62,0.0,0.4457464916659337,0.3497579103172236,1
0.0,0.0,118749.33,128377.65372516423,7.5,0.0,0.4741207628781291,0.8276736893672021,1
5.0,2.0,59637.29,90882.80030057255,34.38,2.0,3.228822163744585,0.6696001788233858,2
2.0,2.0,33630.31,34163.25377021688,1.56,1.0,1.9937071620732985,0.6892701406561013,1
2.0,2.0,140153.39,130533.10289817429,7.37,1.0,1.8924556653821492,0.33164447051008156,1
1.0,1.0,121981.9,137879.38945703662,11.53,0.0,0.32659369110673947,0.35673989404406004,1
4.0,1.0,43132.66,93603.85616992637,53.92,2.0,3.2161289851520904,0.940236092750494,2
1.0,1.0,189206.94,161618.63569842884,17.07,0.0,0.42121561040412525,0.7037115771247103,1
1.0,0.0,139687.39,106770.15103799225,30.83,0.0,0.3820687774874327,0.45344467686373324,1
0.0,0.0,63277.51,64293.34589872304,1.58,0.0,0.2927791326202427,0.44522290756967414,0
2.0,2.0,152545.91,191184.24280824984,20.21,1.0,1.9985729435033694,0.4686322303023969,1
7.0,0.0,207774.97,189368.36717247544,9.72,4.0,5.124730682797032,0.34463052366667085,2
2.0,0.0,36283.28,28168.064996485544,28.81,1.0,1.8208770456433068,0.3348342761385993,1
5.0,1.0,214973.94,189755.44368419284,13.29,2.0,3.160563582775837,0.8039897447382875,2
6.0,1.0,201790.67,157341.65234028015,28.25,3.0,4.2289216201707625,0.4846297701137424,2
3.0,2.0,32762.06,30262.39088587458,8.26,1.0,1.6694732470719298,0.5691254966880585,1
6.0,2.0,119430.31,108671.80165192076,9.9,3.0,4.167277602626789,0.6761540476308996,2
5.0,2.0,24050.87,16640.74891474381,44.53,2.0,3.1884130542367877,0.524044866100916,2
5.0,1.0,112205.35,121882.8434065666,7.94,2.0,3.028339788235,0.6351504892737205,1
1.0,1.0,197832.23,187305.6519549555,5.62,0.0,0.01993054167397823,0.9055074579366373,0
1.0,0.0,55500.13,79959.85012223703,30.59,0.0,0.36246113108715267,0.4708696370183993,1
8.0,1.0,120139.25,106638.78306972003,12.66,4.0,5.155454276481779,0.8538817711856648,2
5.0,0.0,56760.72,53236.46192150845,6.62,3.0,4.010607305411737,0.48476405831286407,2
7.0,2.0,119140.57,112779.78558648958,5.64,4.0,5.040740578288369,0.4308633254863298,2
8.0,1.0,209513.56,162489.18706123918,28.94,4.0,5.09792462061802,0.35086112458053725,2
0.0,0.0,49199.04,50899.07204807367,3.34,0.0,0.02410612812502666,0.7789410648687468,0
5.0,0.0,138989.6,115162.48477325827,20.69,3.0,4.473073602199872,0.5881436654629089,2
2.0,2.0,44401.92,77382.22265240373,42.62,1.0,1.784180440079662,0.8392988397435788,2
5.0,1.0,90725.08,152095.694834014,40.35,3.0,4.197012184890967,0.3928697917231457,2
1.0,1.0,225232.84,143387.34577186857,57.08,0.0,0.2663561169263443,0.7223453872821036,2
1.0,1.0,114715.72,142770.03466167615,19.65,0.0,0.05641005042955777,0.309090931307537,1
5.0,0.0,95554.78,81782.59540763503,16.84,3.0,4.350922790005442,0.4636809892753621,2
6.0,1.0,96092.97,123863.06756439083,22.42,3.0,4.484795247116309,0.7267530420975108,2
5.0,1.0,156342.64,133706.18490042974,16.93,2.0,3.0653285677895754,0.33922707377436423,2
3.0,0.0,158989.73,139354.65475024853,14.09,1.0,1.576300061295394,0.5640601239235441,1
3.0,0.0,122913.46,119298.70726713874,3.03,1.0,1.8143316924177184,0.6931639740186692,1
7.0,2.0,111646.23,174692.90189641275,36.09,4.0,5.075964963676411,0.8093105947738262,2
2.0,1.0,81526.31,57271.73006130049,42.35,1.0,1.563026394124883,0.7939592384778876,2
3.0,1.0,16513.54,20603.289978661538,19.85,1.0,1.83524190878507,0.4037264199373656,1
5.0,1.0,176905.55,192875.65623602198,8.28,2.0,3.309328733692275,0.35261924724010507,1
3.0,2.0,28729.26,21539.408058535024,33.38,1.0,1.608868505403323,0.5634508798598603,2
5.0,0.0,169941.63,181561.5746004714,6.4,2.0,3.411589474413463,0.46856422835712763,1
3.0,1.0,138676.98,126334.13802130247,9.77,1.0,1.5526254226602978,0.5139839763718199,1
5.0,0.0,178599.36,184560.6732097739,3.23,3.0,4.166287449626269,0.5397392542044739,2
8.0,0.0,146054.65,117341.24680690141,24.47,4.0,5.369433821901814,0.5780244651105331,2
7.0,0.0,158721.22,165991.65784363335,4.38,4.0,5.3069506051062065,0.6630202914788837,2
4.0,1.0,105960.74,147045.1500145614,27.94,2.0,3.300035476576766,0.3065126136093016,2
2.0,1.0,81636.92,109771.30539552742,25.63,1.0,1.8431370644735714,0.5086016551142888,1
6.0,1.0,68291.1,79031.48209118766,13.59,3.0,4.323231362419374,0.48505699790870144,2
5.0,2.0,6775.07,10543.213930785041,35.74,3.0,4.437135369895142,0.4653561227907256,2
5.0,1.0,81161.81,57672.00216818162,40.73,2.0,3.2843836737849976,0.8520334385155308,2
5.0,1.0,100112.4,190835.69361004923,47.54,2.0,3.200642241180788,0.4759085976566156,2
6.0,2.0,37832.78,62337.75109434834,39.31,3.0,4.383044663597924,0.4056752487389619,2
4.0,1.0,198646.41,152851.96410581807,29.96,2.0,3.1296198472474535,0.896278204295907,2
6.0,2.0,123161.12,106614.54676095382,15.52,3.0,4.379796017875925,0.5680590475027399,2
0.0,0.0,46186.6,68617.73308441187,32.69,0.0,0.1399919894682689,0.42882379801794,1
3.0,2.0,187123.2,198307.75530285228,5.64,1.0,1.7401903792254987,0.8258454989615507,1
5.0,2.0,17770.7,18925.13172971089,6.1,2.0,3.3695966591203055,0.7600220299303899,1
0.0,0.0,144496.51,120594.65023006452,19.82,0.0,0.31382962391077024,0.961709836913051,1
7.0,0.0,131293.29,97688.46104184515,34.4,4.0,5.042844522647999,0.9144569056983591,2
4.0,1.0,17590.28,24540.017843391703,28.32,2.0,3.223279838442991,0.7860207533620576,2
1.0,1.0,40557.83,50678.279104917456,19.97,0.0,0.40592777998412066,0.41269378786664324,1
6.0,1.0,189884.39,141905.97499879936,33.81,3.0,4.4983824861856085,0.6382268669066791,2
5.0,0.0,33616.22,30582.439660752363,9.92,3.0,4.233398990866967,0.3831520831472195,2
6.0,0.0,269324.42,162194.77100444536,66.05,3.0,4.0429628612775526,0.6845787964356327,2
2.0,1.0,168819.32,128761.58885090155,31.11,1.0,1.6830928551974689,0.9417484898624962,1
8.0,2.0,25774.21,29162.94302788531,11.62,4.0,5.244961498823023,0.3026760629399816,2
2.0,1.0,70454.1,64494.779465017,9.24,1.0,1.5367142641486837,0.9132103573852588,1
4.0,2.0,31025.68,36063.79384590425,13.97,2.0,3.4321294916284475,0.6775226519812079,1
1.0,1.0,116990.34,161544.24615597574,27.58,0.0,0.2693955524535626,0.40587466392405924,1
4.0,0.0,84904.28,111262.32877387672,23.69,2.0,3.2080577987206835,0.8991060191749745,2
5.0,0.0,11738.98,10537.687976151434,11.4,3.0,4.198592252305499,0.6758274433375777,2
5.0,2.0,127329.6,113151.69297334898,12.53,2.0,3.01415426842227,0.6137159914812007,2
2.0,1.0,85618.24,101732.70001034069,15.84,1.0,1.759437810700148,0.6498027184335168,1
6.0,2.0,126355.18,132184.516568576,4.41,3.0,4.237788040825586,0.4031601029890658,2
4.0,2.0,11062.52,16620.370542529257,33.44,2.0,3.1729426285204085,0.3789167225411369,2
0.0,0.0,16187.15,16730.900467278985,3.25,0.0,0.3293386459529184,0.7630895238996495,0
7.0,0.0,124652.06,76379.93996811779,63.2,4.0,5.205516122584024,0.9162883083316671,2
6.0,2.0,196024.56,140822.23827068257,39.2,3.0,4.285882001919357,0.7861210977771564,2
7.0,1.0,125632.37,136646.0375918522,8.06,4.0,5.442521212395185,0.8885496329581415,2
7.0,0.0,100202.33,62870.08004994839,59.38,4.0,5.181943350459032,0.8913401481375329,2
8.0,1.0,74036.82,51052.83346695022,45.02,4.0,5.198961919844274,0.3224284016555907,2
5.0,0.0,183255.78,139793.86350240192,31.09,3.0,4.432951985633422,0.8396684293036578,2
4.0,0.0,15972.63,15151.419865422497,5.42,2.0,3.1790469651189244,0.8404647993678487,1
0.0,0.0,64563.85,115788.8330219464,44.24,0.0,0.21968144953434215,0.5449838762036197,1
4.0,1.0,86004.52,90578.74198838414,5.05,2.0,3.4004061111791306,0.5868943070046448,1
5.0,1.0,65153.85,55426.49540768992,17.55,3.0,4.295933451195715,0.8218430000879668,2
5.0,2.0,118044.14,108856.63697316831,8.44,2.0,3.466942924385132,0.9905883186093192,1
7.0,1.0,44715.72,51261.85475833257,12.77,4.0,5.235331470086114,0.9914776130079788,2
0.0,0.0,114818.07,117221.10505435603,2.05,0.0,0.23951320419007904,0.6316900029887721,0
3.0,2.0,32000.02,38305.028883005245,16.46,1.0,1.5214641853582396,0.8526855183177939,1
4.0,2.0,102852.14,87081.6532973577,18.11,2.0,3.098651581830908,0.6262430448414705,2
3.0,0.0,149944.57,106981.00370791301,40.16,1.0,1.7699996580258954,0.9061714038837587,2
0.0,0.0,19588.36,16023.195328327218,22.25,0.0,0.09355531848557658,0.7548093627130172,1
1.0,0.0,124801.12,126036.27568922672,0.98,0.0,0.22679169784114922,0.9556482736471337,0
6.0,1.0,144367.44,152559.90576452564,5.37,3.0,4.141658590063782,0.9980681129451225,2
2.0,1.0,270366.27,191653.97693409747,41.07,1.0,1.5104066653552863,0.531131362240013,2
1.0,0.0,60494.68,48594.00696823784,24.49,0.0,0.23755471376945791,0.9855266693184863,1
0.0,0.0,34771.38,49652.11977741995,29.97,0.0,0.3231349911268924,0.7847590767814944,1
3.0,2.0,71456.38,67917.8566034791,5.21,1.0,1.6691168482317331,0.46666034016032276,1
0.0,0.0,166769.7,179245.16711681205,6.96,0.0,0.38826348076460654,0.3021783649438792,1
6.0,0.0,106500.76,87302.86110164573,21.99,3.0,4.0730269653972995,0.7786869446475688,2
6.0,1.0,67832.41,67340.82448443142,0.73,3.0,4.045645867711051,0.4556657763922322,2
1.0,0.0,99091.6,150824.34855708142,34.3,0.0,0.4674207470230314,0.4619650347326171,1
4.0,2.0,16787.68,17218.133739752066,2.5,2.0,3.460828273853506,0.6865176453964041,1
1.0,1.0,103681.49,114274.75714857821,9.27,0.0,0.20327212425261942,0.32164814518547497,1
3.0,2.0,103198.09,95536.09830448953,8.02,1.0,1.7099659440239512,0.5914584786331432,1
8.0,1.0,99644.52,128723.0600411046,22.59,4.0,5.425517789898666,0.859561430505515,2
5.0,0.0,161640.65,148908.93796317838,8.55,2.0,3.26526055902298,0.31908216716615184,2
7.0,0.0,62112.06,71747.79325360157,13.43,4.0,5.058556894133599,0.7367591053325556,2
1.0,0.0,123993.64,130919.26534441607,5.29,0.0,0.05743672135900074,0.4108657607972432,1
3.0,2.0,117493.35,109622.45356258898,7.18,1.0,1.565565369154848,0.9039875620688371,1
2.0,0.0,52326.39,35453.88397415256,47.59,1.0,1.890382602167778,0.57348085023075,2
3.0,2.0,135329.58,177527.9795218355,23.77,1.0,1.8009481327967216,0.8684856303122499,1
8.0,2.0,194797.94,153372.13188786246,27.01,4.0,5.149883095554536,0.8066741848132009,2
0.0,0.0,238556.78,185114.28550351545,28.87,0.0,0.08103671020162473,0.9144845881705952,1
7.0,2.0,170920.62,146876.8723781599,16.37,4.0,5.061731760317,0.6618019264186437,2
